id	knockdown_method	target	cell	cell_type	db	platform	rep	sign	target_expr	pct_ko	n_row	pct_ko_threshold	components
CRISPRi.STAT5A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR376CFR.c1	CRISPRi	STAT5A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR376CFR	c1	1	191.44		row_3	No	quant_nes
CRISPRi.STAT5A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR376CFR.c2	CRISPRi	STAT5A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR376CFR	c2	1	198.38		row_4	No	total_enrichment
CRISPRi.STAT5A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR376CFR.c2	CRISPRi	STAT5A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR376CFR	c2	1	198.38		row_4	No	local_enrichment
CRISPRi.STAT5A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR376CFR.c2	CRISPRi	STAT5A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR376CFR	c2	1	198.38		row_4	No	delta
CRISPRi.STAT5A.K562.Haematopoietic_Cell_line.ENCODE.ENCSR376CFR.c2	CRISPRi	STAT5A	K562	Haematopoietic_Cell_line	ENCODE	ENCSR376CFR	c2	1	198.38		row_4	No	quant_nes
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k1	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k1	-1	11.17	0.8527488386776709	row_5	Yes	total_enrichment
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k1	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k1	-1	11.17	0.8527488386776709	row_5	Yes	local_enrichment
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k1	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k1	-1	11.17	0.8527488386776709	row_5	Yes	delta
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k1	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k1	-1	11.17	0.8527488386776709	row_5	Yes	quant_nes
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k2	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k2	-1	10.22	0.8527488386776709	row_6	Yes	total_enrichment
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k2	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k2	-1	10.22	0.8527488386776709	row_6	Yes	local_enrichment
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k2	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k2	-1	10.22	0.8527488386776709	row_6	Yes	delta
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k2	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k2	-1	10.22	0.8527488386776709	row_6	Yes	quant_nes
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k3	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k3	-1	11.26	0.8527488386776709	row_7	Yes	total_enrichment
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k3	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k3	-1	11.26	0.8527488386776709	row_7	Yes	local_enrichment
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k3	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k3	-1	11.26	0.8527488386776709	row_7	Yes	delta
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.k3	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	k3	-1	11.26	0.8527488386776709	row_7	Yes	quant_nes
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.c1	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	c1	1	29.59		row_8	No	total_enrichment
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.c1	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	c1	1	29.59		row_8	No	local_enrichment
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.c1	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	c1	1	29.59		row_8	No	delta
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.c1	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	c1	1	29.59		row_8	No	quant_nes
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.c2	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	c2	1	118.23		row_9	No	total_enrichment
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.c2	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	c2	1	118.23		row_9	No	local_enrichment
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.c2	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	c2	1	118.23		row_9	No	delta
siRNA.RAD21.K562.Haematopoietic_Cell_line.ENCODE.ENCSR051NHG.c2	siRNA	RAD21	K562	Haematopoietic_Cell_line	ENCODE	ENCSR051NHG	c2	1	118.23		row_9	No	quant_nes
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.k1	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	k1	-1	49.99	0.608188171852272	row_10	Yes	total_enrichment
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.k1	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	k1	-1	49.99	0.608188171852272	row_10	Yes	local_enrichment
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.k1	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	k1	-1	49.99	0.608188171852272	row_10	Yes	delta
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.k1	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	k1	-1	49.99	0.608188171852272	row_10	Yes	quant_nes
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.k2	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	k2	-1	60.45	0.608188171852272	row_11	Yes	total_enrichment
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.k2	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	k2	-1	60.45	0.608188171852272	row_11	Yes	local_enrichment
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.k2	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	k2	-1	60.45	0.608188171852272	row_11	Yes	delta
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.k2	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	k2	-1	60.45	0.608188171852272	row_11	Yes	quant_nes
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.c1	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	c1	1	134.35		row_12	No	total_enrichment
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.c1	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	c1	1	134.35		row_12	No	local_enrichment
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.c1	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	c1	1	134.35		row_12	No	delta
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.c1	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	c1	1	134.35		row_12	No	quant_nes
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.c2	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	c2	1	147.52		row_13	No	total_enrichment
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.c2	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	c2	1	147.52		row_13	No	local_enrichment
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.c2	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	c2	1	147.52		row_13	No	delta
shRNA.XRCC5.HepG2.Liver_Cell_line.ENCODE.ENCSR732IYM.c2	shRNA	XRCC5	HepG2	Liver_Cell_line	ENCODE	ENCSR732IYM	c2	1	147.52		row_13	No	quant_nes
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.k1	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	k1	-1			row_14	No	total_enrichment
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.k1	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	k1	-1			row_14	No	local_enrichment
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.k1	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	k1	-1			row_14	No	delta
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.k1	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	k1	-1			row_14	No	quant_nes
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.k2	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	k2	-1			row_15	No	total_enrichment
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.k2	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	k2	-1			row_15	No	local_enrichment
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.k2	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	k2	-1			row_15	No	delta
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.k2	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	k2	-1			row_15	No	quant_nes
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.c1	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	c1	1			row_16	No	total_enrichment
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.c1	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	c1	1			row_16	No	local_enrichment
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.c1	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	c1	1			row_16	No	delta
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.c1	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	c1	1			row_16	No	quant_nes
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.c2	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	c2	1			row_17	No	total_enrichment
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.c2	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	c2	1			row_17	No	local_enrichment
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.c2	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	c2	1			row_17	No	delta
shRNA.HNRNPLL.HepG2.Liver_Cell_line.ENCODE.ENCSR490DYI.c2	shRNA	HNRNPLL	HepG2	Liver_Cell_line	ENCODE	ENCSR490DYI	c2	1			row_17	No	quant_nes
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.k1	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	k1	-1			row_18	No	total_enrichment
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.k1	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	k1	-1			row_18	No	local_enrichment
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.k1	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	k1	-1			row_18	No	delta
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.k1	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	k1	-1			row_18	No	quant_nes
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.k2	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	k2	-1			row_19	No	total_enrichment
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.k2	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	k2	-1			row_19	No	local_enrichment
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.k2	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	k2	-1			row_19	No	delta
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.k2	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	k2	-1			row_19	No	quant_nes
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.c1	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	c1	1			row_20	No	total_enrichment
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.c1	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	c1	1			row_20	No	local_enrichment
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.c1	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	c1	1			row_20	No	delta
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.c1	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	c1	1			row_20	No	quant_nes
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.c2	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	c2	1			row_21	No	total_enrichment
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.c2	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	c2	1			row_21	No	local_enrichment
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.c2	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	c2	1			row_21	No	delta
CRISPRi.BACH1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR190RZZ.c2	CRISPRi	BACH1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR190RZZ	c2	1			row_21	No	quant_nes
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.k1	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	k1	-1	37.27	0.608901044256589	row_22	Yes	total_enrichment
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.k1	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	k1	-1	37.27	0.608901044256589	row_22	Yes	local_enrichment
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.k1	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	k1	-1	37.27	0.608901044256589	row_22	Yes	delta
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.k1	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	k1	-1	37.27	0.608901044256589	row_22	Yes	quant_nes
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.k2	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	k2	-1	41.38	0.608901044256589	row_23	Yes	total_enrichment
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.k2	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	k2	-1	41.38	0.608901044256589	row_23	Yes	local_enrichment
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.k2	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	k2	-1	41.38	0.608901044256589	row_23	Yes	delta
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.k2	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	k2	-1	41.38	0.608901044256589	row_23	Yes	quant_nes
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.c1	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	c1	1	98.94		row_24	No	total_enrichment
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.c1	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	c1	1	98.94		row_24	No	local_enrichment
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.c1	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	c1	1	98.94		row_24	No	delta
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.c1	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	c1	1	98.94		row_24	No	quant_nes
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.c2	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	c2	1	102.16		row_25	No	total_enrichment
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.c2	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	c2	1	102.16		row_25	No	local_enrichment
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.c2	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	c2	1	102.16		row_25	No	delta
shRNA.PTBP1.HepG2.Liver_Cell_line.ENCODE.ENCSR064DXG.c2	shRNA	PTBP1	HepG2	Liver_Cell_line	ENCODE	ENCSR064DXG	c2	1	102.16		row_25	No	quant_nes
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.k1	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	k1	-1	95.19	0.8047635960522209	row_26	Yes	total_enrichment
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.k1	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	k1	-1	95.19	0.8047635960522209	row_26	Yes	local_enrichment
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.k1	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	k1	-1	95.19	0.8047635960522209	row_26	Yes	delta
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.k1	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	k1	-1	95.19	0.8047635960522209	row_26	Yes	quant_nes
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.k2	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	k2	-1	86.21	0.8047635960522209	row_27	Yes	total_enrichment
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.k2	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	k2	-1	86.21	0.8047635960522209	row_27	Yes	local_enrichment
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.k2	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	k2	-1	86.21	0.8047635960522209	row_27	Yes	delta
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.k2	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	k2	-1	86.21	0.8047635960522209	row_27	Yes	quant_nes
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.c1	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	c1	1	460.59		row_28	No	total_enrichment
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.c1	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	c1	1	460.59		row_28	No	local_enrichment
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.c1	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	c1	1	460.59		row_28	No	delta
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.c1	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	c1	1	460.59		row_28	No	quant_nes
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.c2	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	c2	1	468.54		row_29	No	total_enrichment
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.c2	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	c2	1	468.54		row_29	No	local_enrichment
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.c2	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	c2	1	468.54		row_29	No	delta
shRNA.FUS.K562.Haematopoietic_Cell_line.ENCODE.ENCSR325OOM.c2	shRNA	FUS	K562	Haematopoietic_Cell_line	ENCODE	ENCSR325OOM	c2	1	468.54		row_29	No	quant_nes
CRISPRi.USF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR545HTM.k1	CRISPRi	USF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR545HTM	k1	-1	12.81	0.7225997369574749	row_30	Yes	total_enrichment
CRISPRi.USF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR545HTM.k1	CRISPRi	USF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR545HTM	k1	-1	12.81	0.7225997369574749	row_30	Yes	local_enrichment
CRISPRi.USF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR545HTM.k1	CRISPRi	USF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR545HTM	k1	-1	12.81	0.7225997369574749	row_30	Yes	delta
CRISPRi.USF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR545HTM.k1	CRISPRi	USF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR545HTM	k1	-1	12.81	0.7225997369574749	row_30	Yes	quant_nes
CRISPRi.USF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR545HTM.k2	CRISPRi	USF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR545HTM	k2	-1	12.5	0.7225997369574749	row_31	Yes	total_enrichment
